pub_og_id	og_name	level_taxid	organism_taxid	organism_name	int_prot_id	pub_gene_id	description
EOG091G0OAO	Globin	33208	8962	Aquila chrysaetos	8962:002b85	105411254	
EOG091G0OAO	Globin	33208	8962	Aquila chrysaetos	8962:001ed0	105407648	
EOG091G0OAO	Globin	33208	8969	Haliaeetus albicilla	8969:001d9e	KFQ04707.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	8969	Haliaeetus albicilla	8969:001d64	KFQ04592.1	myoglobin
EOG091G0OAO	Globin	33208	8969	Haliaeetus albicilla	8969:000c16	KFP96150.1	cytoglobin
EOG091G0OAO	Globin	33208	9031	Gallus gallus	9031:002151	MB	Myoglobin
EOG091G0OAO	Globin	33208	9031	Gallus gallus	9031:001f6d	GBE	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9031	Gallus gallus	9031:000494	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9103	Meleagris gallopavo	9103:0028a0	MB	Myoglobin
EOG091G0OAO	Globin	33208	9103	Meleagris gallopavo	9103:00261e	LOC100549708	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9103	Meleagris gallopavo	9103:000be1	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9135	Serinus canaria	9135:001d2a	103819875	cytoglobin
EOG091G0OAO	Globin	33208	9135	Serinus canaria	9135:000418	103813317	cytoglobin-1-like
EOG091G0OAO	Globin	33208	9135	Serinus canaria	9135:0003b3	103813214	myoglobin
EOG091G0OAO	Globin	33208	9209	Phalacrocorax carbo	9209:001645	KFW92301.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	9209	Phalacrocorax carbo	9209:000864	KFW88200.1	myoglobin
EOG091G0OAO	Globin	33208	9217	Phoenicopterus ruber	9217:0023d2	KFQ87455.1	
EOG091G0OAO	Globin	33208	9217	Phoenicopterus ruber	9217:001da4	KFQ85873.1	
EOG091G0OAO	Globin	33208	9233	Aptenodytes forsteri	9233:001d06	KFM07670.1	cytoglobin
EOG091G0OAO	Globin	33208	9233	Aptenodytes forsteri	9233:0007bf	KFM02223.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	9233	Aptenodytes forsteri	9233:000750	KFM02112.1	myoglobin
EOG091G0OAO	Globin	33208	9238	Pygoscelis adeliae	9238:0030ee	KFW73142.1	myoglobin
EOG091G0OAO	Globin	33208	9238	Pygoscelis adeliae	9238:0026ab	KFW70515.1	cytoglobin
EOG091G0OAO	Globin	33208	9238	Pygoscelis adeliae	9238:000202	KFW61130.1	
EOG091G0OAO	Globin	33208	9244	Calypte anna	9244:002948	KFP05412.1	cytoglobin
EOG091G0OAO	Globin	33208	9244	Calypte anna	9244:0004b5	KFO96048.1	
EOG091G0OAO	Globin	33208	9244	Calypte anna	9244:00022e	KFO95401.1	myoglobin
EOG091G0OAO	Globin	33208	9258	Ornithorhynchus anatinus	9258:002ab1	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9258	Ornithorhynchus anatinus	9258:00281a	MB	Myoglobin
EOG091G0OAO	Globin	33208	9305	Sarcophilus harrisii	9305:003d3e	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9305	Sarcophilus harrisii	9305:0016f1	MB	Myoglobin
EOG091G0OAO	Globin	33208	9315	Macropus eugenii	9315:002417	ENSMEUG00000010162	myoglobin 
EOG091G0OAO	Globin	33208	9315	Macropus eugenii	9315:00030f	ENSMEUG00000000851	cytoglobin 
EOG091G0OAO	Globin	33208	9361	Dasypus novemcinctus	9361:0047f1	ENSDNOG00000043832	cytoglobin 
EOG091G0OAO	Globin	33208	9361	Dasypus novemcinctus	9361:0016f6	ENSDNOG00000014122	myoglobin 
EOG091G0OAO	Globin	33208	9365	Erinaceus europaeus	9365:00167c	ENSEEUG00000006305	cytoglobin 
EOG091G0OAO	Globin	33208	9365	Erinaceus europaeus	9365:001254	ENSEEUG00000005138	myoglobin 
EOG091G0OAO	Globin	33208	9371	Echinops telfairi	9371:00217f	ENSETEG00000010573	cytoglobin 
EOG091G0OAO	Globin	33208	9371	Echinops telfairi	9371:00115f	ENSETEG00000005480	myoglobin 
EOG091G0OAO	Globin	33208	9402	Pteropus alecto	9402:002ffc	ELK12333.1	cytoglobin
EOG091G0OAO	Globin	33208	9402	Pteropus alecto	9402:0027f5	ELK10278.1	myoglobin
EOG091G0OAO	Globin	33208	9478	Tarsius syrichta	9478:0003ba	ENSTSYG00000001042	
EOG091G0OAO	Globin	33208	9483	Callithrix jacchus	9483:002bab	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9483	Callithrix jacchus	9483:000189	MB	Myoglobin
EOG091G0OAO	Globin	33208	9531	Cercocebus atys	9531:001084	105577684	cytoglobin
EOG091G0OAO	Globin	33208	9531	Cercocebus atys	9531:000b95	105575787	myoglobin
EOG091G0OAO	Globin	33208	9544	Macaca mulatta	9544:00410e	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9544	Macaca mulatta	9544:000fc3	MB	Myoglobin
EOG091G0OAO	Globin	33208	9545	Macaca nemestrina	9545:000d11	105469206	cytoglobin
EOG091G0OAO	Globin	33208	9545	Macaca nemestrina	9545:000329	105464533	myoglobin
EOG091G0OAO	Globin	33208	9555	Papio anubis	9555:004483	MB	Myoglobin
EOG091G0OAO	Globin	33208	9555	Papio anubis	9555:00341a	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9568	Mandrillus leucophaeus	9568:002a8b	105542884	cytoglobin
EOG091G0OAO	Globin	33208	9568	Mandrillus leucophaeus	9568:001efc	105538928	myoglobin
EOG091G0OAO	Globin	33208	9595	Gorilla gorilla gorilla	9595:0027dc	MB	Myoglobin
EOG091G0OAO	Globin	33208	9595	Gorilla gorilla gorilla	9595:0004e0	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9597	Pan paniscus	9597:001f09	100979053	myoglobin
EOG091G0OAO	Globin	33208	9597	Pan paniscus	9597:000ede	100972955	cytoglobin
EOG091G0OAO	Globin	33208	9598	Pan troglodytes	9598:00431d	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9598	Pan troglodytes	9598:003d78	MB	Myoglobin
EOG091G0OAO	Globin	33208	9601	Pongo abelii	9601:002c51	MB	Myoglobin
EOG091G0OAO	Globin	33208	9601	Pongo abelii	9601:001fee	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9606	Homo sapiens	9606:004184	MB	Myoglobin
EOG091G0OAO	Globin	33208	9606	Homo sapiens	9606:0028e6	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9615	Canis lupus familiaris	9615:000ecc	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9615	Canis lupus familiaris	9615:0004f5	MB	Myoglobin
EOG091G0OAO	Globin	33208	9646	Ailuropoda melanoleuca	9646:00260b	CYGB;ENSAMEG00000010367	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9646	Ailuropoda melanoleuca	9646:00053c	ENSAMEG00000001404;MB	Myoglobin
EOG091G0OAO	Globin	33208	9669	Mustela putorius furo	9669:0033c6	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9669	Mustela putorius furo	9669:003028	MB	Myoglobin
EOG091G0OAO	Globin	33208	9685	Felis catus	9685:001a41	MB	Myoglobin
EOG091G0OAO	Globin	33208	9685	Felis catus	9685:000e48	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9694	Panthera tigris	9694:00455f	102972341	
EOG091G0OAO	Globin	33208	9694	Panthera tigris	9694:000fde	102953823	
EOG091G0OAO	Globin	33208	9707	Odobenus rosmarus	9707:0022a8	101374064	
EOG091G0OAO	Globin	33208	9707	Odobenus rosmarus	9707:000210	101362814	
EOG091G0OAO	Globin	33208	9713	Leptonychotes weddellii	9713:004a07	102749312	cytoglobin
EOG091G0OAO	Globin	33208	9713	Leptonychotes weddellii	9713:000131	Mb	Myoglobin
EOG091G0OAO	Globin	33208	9739	Tursiops truncatus	9739:003ada	ENSTTRG00000015927	cytoglobin 
EOG091G0OAO	Globin	33208	9739	Tursiops truncatus	9739:001b0f	MB	Myoglobin
EOG091G0OAO	Globin	33208	9755	Physeter catodon	9755:003f0f	102993905	cytoglobin
EOG091G0OAO	Globin	33208	9755	Physeter catodon	9755:0005ce	MB	Myoglobin
EOG091G0OAO	Globin	33208	9767	Balaenoptera acutorostrata	9767:003de1	103017865	
EOG091G0OAO	Globin	33208	9767	Balaenoptera acutorostrata	9767:00160a	103004534	
EOG091G0OAO	Globin	33208	9778	Trichechus manatus	9778:002c03	101353643	
EOG091G0OAO	Globin	33208	9778	Trichechus manatus	9778:00261b	101351845	
EOG091G0OAO	Globin	33208	9785	Loxodonta africana	9785:0046de	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9785	Loxodonta africana	9785:003769	LOC100672661;Mb	Myoglobin
EOG091G0OAO	Globin	33208	9796	Equus caballus	9796:003b84	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9796	Equus caballus	9796:003751	MB	Myoglobin
EOG091G0OAO	Globin	33208	9798	Equus przewalskii	9798:0050f9	103567204	myoglobin
EOG091G0OAO	Globin	33208	9798	Equus przewalskii	9798:004bde	103565532	cytoglobin
EOG091G0OAO	Globin	33208	9813	Procavia capensis	9813:000d8f	ENSPCAG00000003717	myoglobin 
EOG091G0OAO	Globin	33208	9813	Procavia capensis	9813:0000e8	ENSPCAG00000000252	cytoglobin 
EOG091G0OAO	Globin	33208	9823	Sus scrofa	9823:003091	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9837	Camelus bactrianus	9837:000d51	105065621	cytoglobin
EOG091G0OAO	Globin	33208	9837	Camelus bactrianus	9837:00010d	105061899	myoglobin
EOG091G0OAO	Globin	33208	9838	Camelus dromedarius	9838:002b10	105097391	myoglobin
EOG091G0OAO	Globin	33208	9838	Camelus dromedarius	9838:001a0d	105092183	cytoglobin
EOG091G0OAO	Globin	33208	9901	Bison bison	9901:00480c	105002806	
EOG091G0OAO	Globin	33208	9901	Bison bison	9901:004078	105000376	
EOG091G0OAO	Globin	33208	9913	Bos taurus	9913:000e18	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9913	Bos taurus	9913:000d93	MB	Myoglobin
EOG091G0OAO	Globin	33208	9925	Capra hircus	9925:004848	102190733	cytoglobin
EOG091G0OAO	Globin	33208	9925	Capra hircus	9925:000052	100860833	myoglobin
EOG091G0OAO	Globin	33208	9940	Ovis aries	9940:0047b9	MB	Myoglobin
EOG091G0OAO	Globin	33208	9940	Ovis aries	9940:001a8e	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	9978	Ochotona princeps	9978:0033d4	ENSOPRG00000014869	myoglobin 
EOG091G0OAO	Globin	33208	9978	Ochotona princeps	9978:001c12	ENSOPRG00000008040	cytoglobin 
EOG091G0OAO	Globin	33208	9986	Oryctolagus cuniculus	9986:004293	MB	Myoglobin
EOG091G0OAO	Globin	33208	9986	Oryctolagus cuniculus	9986:001502	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	10020	Dipodomys ordii	10020:0034fd	ENSDORG00000014500	myoglobin 
EOG091G0OAO	Globin	33208	10020	Dipodomys ordii	10020:0026af	ENSDORG00000010590	cytoglobin 
EOG091G0OAO	Globin	33208	10036	Mesocricetus auratus	10036:00490a	101844252	myoglobin
EOG091G0OAO	Globin	33208	10036	Mesocricetus auratus	10036:0024e8	101833405	cytoglobin
EOG091G0OAO	Globin	33208	10042	Peromyscus maniculatus	10042:004f76	102927998	
EOG091G0OAO	Globin	33208	10042	Peromyscus maniculatus	10042:002c2b	102916781	
EOG091G0OAO	Globin	33208	10090	Mus musculus	10090:000aad	Cygb	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	10090	Mus musculus	10090:0007d7	Mb	Myoglobin
EOG091G0OAO	Globin	33208	10116	Rattus norvegicus	10116:001767	Cygb	Histoglobin
EOG091G0OAO	Globin	33208	10116	Rattus norvegicus	10116:000942	Mb	Myoglobin
EOG091G0OAO	Globin	33208	10141	Cavia porcellus	10141:003d9f	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	10141	Cavia porcellus	10141:001675	MB	Myoglobin
EOG091G0OAO	Globin	33208	10160	Octodon degus	10160:003613	101583167	myoglobin
EOG091G0OAO	Globin	33208	10160	Octodon degus	10160:00195a	101570528	cytoglobin
EOG091G0OAO	Globin	33208	10224	Saccoglossus kowalevskii	10224:002c86	Sakowv30007813m	
EOG091G0OAO	Globin	33208	10224	Saccoglossus kowalevskii	10224:002c27	Sakowv30007818m	
EOG091G0OAO	Globin	33208	10224	Saccoglossus kowalevskii	10224:0019c0	Sakowv30022689m	
EOG091G0OAO	Globin	33208	13037	Danaus plexippus	13037:000126	DPOGS200316-PA	
EOG091G0OAO	Globin	33208	13616	Monodelphis domestica	13616:001b29	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	13735	Pelodiscus sinensis	13735:0042c6	ENSPSIG00000017186	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	13735	Pelodiscus sinensis	13735:002df5	ENSPSIG00000011829	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	13735	Pelodiscus sinensis	13735:0020ff	MB	Myoglobin
EOG091G0OAO	Globin	33208	13735	Pelodiscus sinensis	13735:000ac2	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	28377	Anolis carolinensis	28377:00459d	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	28377	Anolis carolinensis	28377:0042ba	LOC103282340	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	28377	Anolis carolinensis	28377:003530	MB	Myoglobin
EOG091G0OAO	Globin	33208	28737	Elephantulus edwardii	28737:002d1d	102862573	myoglobin
EOG091G0OAO	Globin	33208	28737	Elephantulus edwardii	28737:00017f	102843645	cytoglobin
EOG091G0OAO	Globin	33208	29073	Ursus maritimus	29073:00399c	Mb	Myoglobin
EOG091G0OAO	Globin	33208	29073	Ursus maritimus	29073:001a87	103665766	cytoglobin
EOG091G0OAO	Globin	33208	29078	Eptesicus fuscus	29078:003075	103298261	cytoglobin
EOG091G0OAO	Globin	33208	29078	Eptesicus fuscus	29078:001232	103288909	myoglobin
EOG091G0OAO	Globin	33208	29159	Crassostrea gigas	29159:002545	CGI_10010717	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	29159	Crassostrea gigas	29159:0023f6	CGI_10010349	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	30419	Opisthocomus hoazin	30419:002d05	KFR16389.1	cytoglobin
EOG091G0OAO	Globin	33208	30419	Opisthocomus hoazin	30419:001826	KFR11046.1	
EOG091G0OAO	Globin	33208	30419	Opisthocomus hoazin	30419:000640	KFR01800.1	myoglobin
EOG091G0OAO	Globin	33208	30455	Fulmarus glacialis	30455:001f7e	KFW04617.1	myoglobin
EOG091G0OAO	Globin	33208	30455	Fulmarus glacialis	30455:000b9a	KFV94360.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	30608	Microcebus murinus	30608:00323b	ENSMICG00000014107	myoglobin 
EOG091G0OAO	Globin	33208	30608	Microcebus murinus	30608:002fd5	ENSMICG00000013429	cytoglobin 
EOG091G0OAO	Globin	33208	30611	Otolemur garnettii	30611:004b8f	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	30611	Otolemur garnettii	30611:0010f7	MB	Myoglobin
EOG091G0OAO	Globin	33208	31033	Takifugu rubripes	31033:002ed8	LOC101072021	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	31033	Takifugu rubripes	31033:001f0c	ENSTRUG00000008030	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	31033	Takifugu rubripes	31033:000021	LOC101064807	Myoglobin
EOG091G0OAO	Globin	33208	32507	Neolamprologus brichardi	32507:005752	102799959	cytoglobin-2-like
EOG091G0OAO	Globin	33208	32507	Neolamprologus brichardi	32507:003c13	102792351	myoglobin-like
EOG091G0OAO	Globin	33208	32507	Neolamprologus brichardi	32507:003382	102789957	cytoglobin-1-like
EOG091G0OAO	Globin	33208	34740	Heliconius melpomene	34740:002e93	HMEL017470	
EOG091G0OAO	Globin	33208	34839	Chinchilla lanigera	34839:003978	102023381	cytoglobin
EOG091G0OAO	Globin	33208	34839	Chinchilla lanigera	34839:001288	102009572	myoglobin
EOG091G0OAO	Globin	33208	35525	Daphnia magna	35525:005f80	Dapma7bEVm028583t1	
EOG091G0OAO	Globin	33208	35525	Daphnia magna	35525:0058b9	Dapma7bEVm014981t1	
EOG091G0OAO	Globin	33208	35525	Daphnia magna	35525:0058b8	Dapma7bEVm029622t1	
EOG091G0OAO	Globin	33208	35525	Daphnia magna	35525:004e41	Dapma7bEVm021393t1	
EOG091G0OAO	Globin	33208	35525	Daphnia magna	35525:004c49	Dapma7bEVm028876t1	
EOG091G0OAO	Globin	33208	36166	Megaselia scalaris	36166:000723	MESCA001967	
EOG091G0OAO	Globin	33208	36300	Pelecanus crispus	36300:002f50	KFQ66047.1	cytoglobin
EOG091G0OAO	Globin	33208	36300	Pelecanus crispus	36300:001101	KFQ57367.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	36300	Pelecanus crispus	36300:000bea	KFQ54448.1	myoglobin
EOG091G0OAO	Globin	33208	37040	Gavia stellata	37040:002ac2	KFV60303.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	37040	Gavia stellata	37040:00225f	KFV56109.1	cytoglobin
EOG091G0OAO	Globin	33208	37040	Gavia stellata	37040:000414	KFV41394.1	myoglobin
EOG091G0OAO	Globin	33208	37293	Aotus nancymaae	37293:0023b4	105718092	cytoglobin
EOG091G0OAO	Globin	33208	37293	Aotus nancymaae	37293:0000cd	105704835	myoglobin
EOG091G0OAO	Globin	33208	37347	Tupaia belangeri	37347:000987	ENSTBEG00000002813	myoglobin 
EOG091G0OAO	Globin	33208	38654	Alligator sinensis	38654:003fa1	102386492	cytoglobin
